	BIGG	Name	CHEBI
0	acg5sa	n-acetyl-l-glutamate 5-semialdehyde	CHEBI:11493
0	3php	3-phosphohydroxypyruvate	CHEBI:11883
0	lys__L	l-lysine	CHEBI:13135
0	etha	ethanolamine	CHEBI:14223
0	methamp	n-methylethanolamine phosphate	CHEBI:16463
0	inost	myo-inositol	CHEBI:10601
0	ficytb5	ferricytochrome b5	CHEBI:14238
0	pc140	phosphatidylcholine(14:0/14:0)	CHEBI:45240
0	pc160	phosphatidylcholine(16:0/16:0)	CHEBI:72999
0	3heicoscoa	3-hydroxyeicosanoyl-coa	CHEBI:52324
0	docos710131619coa	(7z,10z,13z,16z,19z)-docosapentaenoyl-coa	CHEBI:73870
0	pe160180	phosphatidylethanolamine(16:0/18:0)	CHEBI:73126
0	cholp	choline phosphate c5h13no4p	CHEBI:12720
0	1agpe140	1-acyl-sn-glycero-3-phosphoethanolamine (n-c14:0)	CHEBI:84299
0	1agpe160	1-acyl-sn-glycero-3-phosphoethanolamine (n-c16:0)	CHEBI:73004
0	1tdecg3p	1-tetradecanoyl-sn-glycerol 3-phosphate	CHEBI:62833
0	pg160	phosphatidylglycerol (dihexadecanoyl, n-c16:0)	CHEBI:72829
0	3heicoscoa	3-hydroxyeicosanoyl-coa	CHEBI:52324
0	octcrn	l-octanoylcarnitine	CHEBI:18102
0	3hodcoa	(s)-3-hydroxyoctadecanoyl-coa	CHEBI:50577
0	oc25coa	(2e,5z)-octadienoyl-coa	CHEBI:131990
0	od2912coa	(2e,9z,12z)-octadecatrienoyl-coa	CHEBI:77558
0	dd36coa	(3z,6z)-dodecadienoyl-coa	CHEBI:78550
0	actACP	acetoacetyl-acp	CHEBI:2393
0	3hhexACP	(r)-3-hydroxyhexanoyl-[acyl-carrier protein]	CHEBI:326
0	3ooctACP	3-oxooctanoyl-[acyl-carrier protein]	CHEBI:1646
0	3odecACP	3-oxodecanoyl-[acyl-carrier protein]	CHEBI:1634
0	3omrsACP	3-oxotetradecanoyl-[acyl-carrier protein]	CHEBI:1655
0	tmrs2eACP	trans-tetradec-2-enoyl-[acyl-carrier protein]	CHEBI:10735
0	tpalm2eACP	trans-hexadec-2-enoyl-[acyl-carrier protein]	CHEBI:10729
0	pg160	phosphatidylglycerol (dihexadecanoyl, n-c16:0)	CHEBI:72829
0	clpn160	cardiolipin (tetrahexadecanoyl, n-c16:0)	CHEBI:104586
0	5hiu	5-hydroxyisourate	CHEBI:12137
0	5houdic	5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1h-imidazole-5-carboxylate	CHEBI:31132
0	2oxosucc	2-oxosuccinamate	CHEBI:16327
0	2oxosucc	2-oxosuccinamate	CHEBI:16327
0	m6mpdol	(alpha-d-mannosyl)6-beta-d-mannosyl-diacetylchitobiosyldiphosphodolichol	CHEBI:18830
0	g1m8mpdol	alpha-d-glucosyl-(alpha-d-mannosyl)8-beta-d-mannosyl-diacetylchitobiosyldiphosphodolichol	CHEBI:10248
0	q9	ubiquinone-9	CHEBI:18160
0	athis	thiamine biosynthesis intermediate 4	CHEBI:80101
0	thmmp	thiamin monophosphate	CHEBI:15230
0	thm	thiamin	CHEBI:33283
0	thmtp	thiamin triphosphate c12h16n4o10p3s	CHEBI:15232
0	8aonn	8-amino-7-oxononanoate	CHEBI:12266
0	25drapp	2,5-diamino-6-(ribosylamino)-4-(3h)-pyrimidinone 5'-phosphate	CHEBI:11446
0	trnaala	trna(ala)	CHEBI:10672
0	trnaasn	trna asn  c10h17o10pr2	CHEBI:10674
0	trnaphe	trna(phe)	CHEBI:10687
0	trptrna	l-tryptophanyl-trna(trp)	CHEBI:13179
0	iasp	iminoaspartate	CHEBI:24784
0	zeax	zeaxanthin	CHEBI:10108
0	neoxan	neoxanthin	CHEBI:22344
0	achms	o acetyl l homoserine c6h11no4	CHEBI:12684
0	rbl__D	d-ribulose	CHEBI:13016
0	udprmn	udp-beta-l-rhamnose	CHEBI:83836
0	phllqne	phylloquinone	CHEBI:11611
0	13glucan	beta-1,3-glucan	CHEBI:37671
0	isomal	isomaltose c12h22o11	CHEBI:24901
0	itp	itp c10h11n4o14p3	CHEBI:13374
0	HC00617	ferricytochrome b5	CHEBI:18097
0	HC01223	3-hydroxyisobutyryl coenzyme a	CHEBI:15481
0	CE5101	1-phosphatidyl-1d-myo-inositol 5-phosphate	CHEBI:16500
0	C05770	coproporphyrin iii	CHEBI:27609
0	lnlncacoa	alpha-linolenoyl-coa	CHEBI:51985
0	3ivcoa	3-hydroxyisovaleryl coenzyme a	CHEBI:28291
0	cala	n-carbamoyl-beta-alanine	CHEBI:11892
0	3hanthrn	3 hydroxyanthranilate c7h7no3	CHEBI:11800
0	hLkynr	3 hydroxy l kynurenine c10h12n2o4	CHEBI:11823
0	dmgly	n,n-dimethylglycine	CHEBI:12426
0	orot5p	orotidine 5'-phosphate	CHEBI:14699
0	argsuc	n(omega)-(l-arginino)succinate	CHEBI:10960
0	adpoh	2-hydroxyadipic acid	CHEBI:17023
0	21hprgnlone	21-hydroxypregnenolone	CHEBI:28043
0	hmcr	homocitrulline	CHEBI:58148
0	pailpalm_hs	1-palmitoylglycerophosphoinositol	CHEBI:73218
0	3mtp	3 methylthiopropionate c4h7o2s	CHEBI:1438
0	phlac	phenyllactate	CHEBI:8100
0	34hpl	3  4 hydroxyphenyl lactate c9h9o4	CHEBI:1117
0	3hmp	3-hydroxy-2-methylpropanoate	CHEBI:11805
0	3mhis	3-methylhistidine	CHEBI:27596
0	3uib	3-ureidoisobutyrate	CHEBI:1670
0	56dura	5,6-dihydrouracil	CHEBI:12078
0	pa_hs	phosphatidic acid (homo sapiens)	CHEBI:33848
0	C04805	5(s)-hete	CHEBI:119673
0	C06315	lipoxin b4(1-)	CHEBI:6499
0	C14769	8,9-eet	CHEBI:34490
0	C14770	11,12-eet	CHEBI:34130
0	C14825	9(10)-epome	CHEBI:34494
0	CE7172	14,15-dihete	CHEBI:88459
0	dodecanac	dodecanedioic acid	CHEBI:4676
0	mev__R	 r  mevalonate c6h11o4	CHEBI:11005
0	mi1p__D	1d-myo-inositol 1-phosphate	CHEBI:11220
0	Nacasp	n-acetyl-l-aspartate	CHEBI:12574
0	tmlys	n6,n6,n6-trimethyl-l-lysine	CHEBI:12672
0	urcan	urocanate c6h5n2o2	CHEBI:15298
0	acleu__L	n-acetylleucine	CHEBI:17786
0	7klitchol	7-ketolithocholate	CHEBI:78605
0	bz	benzoate	CHEBI:13879
0	pcresol	p-cresol	CHEBI:17847
0	dhbpt	6,7-dihydrobiopterin	CHEBI:20680
0	glyhislys	glycyl-histidyl-lysine	CHEBI:75430
0	tyrglu	tyrosyl-glutamate	CHEBI:74883
0	mqn8	menaquinone 8	CHEBI:44027
0	sucaceto	succinylacetone	CHEBI:87897
0	CE2176	3-o-methyldopa	CHEBI:133668
0	2h3mv	2-hydroxy-3-methyl-valerate	CHEBI:89228
0	5ohhexa	5-hydroxyhexanoic acid	CHEBI:131434
0	C05301	2-hydroxyestradiol-17beta	CHEBI:1155
0	C05299	2-methoxyestrone	CHEBI:1189
0	CE2211	allopregnanolone	CHEBI:11909
0	C03681	5alpha-pregnane-3,20-dione	CHEBI:12175
0	CE4890	n-methylsalsolinol	CHEBI:88540
0	trypta	tryptamine cytosol	CHEBI:15274
0	selmeth	selenomethionine	CHEBI:26638
0	CE7096	5,15-dihete	CHEBI:72867
0	CE1447	11-dehydrothromboxane b2	CHEBI:136539
0	CE1310	n-acetyl-l-cysteine	CHEBI:21548
0	CE7081	15(r)-hepe	CHEBI:90819
0	sql	squalene c30h50	CHEBI:10795
0	orn__D	d-ornithine	CHEBI:13006
0	CE1617	9-cis-retinoate	CHEBI:50648
0	CE5643	peroxynitrite	CHEBI:25941
0	C05767	uroporphyrin i	CHEBI:27484
0	CE0737	malonic dialdehyde	CHEBI:43895
0	im4ac	imidazole-4-acetate	CHEBI:12017
0	dopa4glcur	dopamine-4-o-glucuronide	CHEBI:88776
0	dopa4sf	dopamine 4-o-sulphate	CHEBI:34729
0	dag_hs	diacylglycerol (homo sapiens)	CHEBI:11150
0	M00003	10z-heptadecenoic acid	CHEBI:75094
0	M00117	7z-tetradecenoic acid	CHEBI:53206
0	M02053	heneicosanoic acid	CHEBI:39248
0	M03153	17z-hexacosenoic acid	CHEBI:77525
0	M03134	valeric acid	CHEBI:17418
0	M03051	tridecanoic acid	CHEBI:45919
0	M00017	13z-eicosenoic acid	CHEBI:134479
0	M01207	8z,11z-eicosadienoic acid	CHEBI:78706
0	M02758	phosphatidyl-n-dimethylethanolamine	CHEBI:17152
0	M02490	monofucosyllactoisooctaosylceramide	CHEBI:62671
0	M01067	5alpha-cholesta-8,24-dien-3-one	CHEBI:52386
0	HC01459	3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-coa	CHEBI:1691
0	M00978	7alpha,24-dihydroxycholest-4-en-3-one	CHEBI:48701
0	M01077	5beta-cholestan-3alpha,7alpha,12alpha,24(s)-tetrol	CHEBI:63834
0	M01080	5beta-cholestane-3alpha,7alpha,24-triol	CHEBI:48700
0	M02977	tetrahca	CHEBI:63824
0	M00625	27-hydroxycholesterol	CHEBI:17703
0	M00979	7alpha,26-dihydroxycholest-4-en-3-one	CHEBI:48825
0	M02761	pregn-5-ene-3,20-dione-17-ol	CHEBI:63843
0	M00429	18-hydroxycorticosterone	CHEBI:16485
0	M01724	docosanoylcarnitine	CHEBI:73105
0	M03051	tridecanoic acid	CHEBI:45919
0	M00017	13z-eicosenoic acid	CHEBI:134479
0	M01207	8z,11z-eicosadienoic acid	CHEBI:78706
0	doco13ac	13z)-13-docosenoic acid	CHEBI:23275
0	CE2249	3-hydroxytetracosanoyl-coa(4-)	CHEBI:52326
0	CE2251	3-oxoicosanoyl-coa(4-)	CHEBI:52327
0	CE2250	3-oxodocosanoyl-coa(4-)	CHEBI:52328
0	CE2247	3-hydroxyeicosanoyl-coa (4-)	CHEBI:52324
0	M01475	cholest-5-en-3beta-yl (7z,10z,13z,16z,19z-docosapentaenoate)	CHEBI:73910
0	nadh	nicotinamide adenine dinucleotide - reduced	CHEBI:13395
0	M00770	3-demethylubiquinol-10	CHEBI:64182
0	M00673	2-phenylacetamide	CHEBI:16562
0	ditp	ditp(4-)	CHEBI:10499
0	M02451	maltotetraose	CHEBI:28460
0	M01966	d-glucose 1,6-bisphosphate	CHEBI:17680
0	M02837	retinyl palmitate	CHEBI:17616
0	M02035	guanidine	CHEBI:42820
0	M01881	(gal)4 (glc)1 (glcnac)3 (lfuc)2 (cer)1	CHEBI:61644
0	dca3s	deoxycholic acid 3-sulfate	CHEBI:88888
0	mdz	midazolam	CHEBI:6931
0	fvs	fluvastatin	CHEBI:38561
0	acmpglu	acetaminophen glucuronide	CHEBI:32636
0	acmpglu	acetaminophen glucuronide	CHEBI:32636
0	crvs	cerivastatin	CHEBI:3558
0	fvs	fluvastatin	CHEBI:38561
0	glz	gliclazide	CHEBI:31654
0	fvs	fluvastatin	CHEBI:38561
0	ibupgluc	ibuprofen acyl glucuronide	CHEBI:88735
0	ibupgluc	ibuprofen acyl glucuronide	CHEBI:88735
0	mdz	midazolam	CHEBI:6931
0	hepdcoa	heptadecanoyl-coa	CHEBI:74307
0	nndccoa	nonanoyl-coa	CHEBI:27770
0	chol4en3one	cholest-4-en-3-one	CHEBI:16175
0	34dhsa	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione	CHEBI:15896
0	isotbsinol_13S	(13s)-edaxadiene	CHEBI:63180
0	hercyn	hercynine	CHEBI:15781
0	octscoa	octacosanoyl-coa	CHEBI:74141
0	8oxgtp	8-oxo-gtp	CHEBI:143553
0	pc_TB	phosphatidylcholine	CHEBI:16110
0	44dpnp	all-trans-4,4'-diaponeurosporene	CHEBI:62743
0	4ahmmp	4-amino-5-hydroxymethyl-2-methylpyrimidine	CHEBI:11957
0	4nphp	4-nitrophenyl phosphate	CHEBI:17440
0	alagly	l-alanylglycine	CHEBI:73757
0	asptrnaasn	l-aspartyl-trna(asn)	CHEBI:29151
0	btbet	butyro-betaine	CHEBI:3246
0	bzmd	benzamide	CHEBI:28179
0	dnspate	4,4'-diaponeurosporenoate	CHEBI:79064
0	gsno	s-nitrosoglutathione	CHEBI:145544
0	l23uo	l-xylo-hex-3-ulonolactone	CHEBI:28745
0	mcres	m-cresotic acid	CHEBI:20450
0	psdp	presqualene diphosphate	CHEBI:15442
0	rbt5p	d-ribitol 5-phosphate	CHEBI:16246
0	scys	s-sulfo-l-cysteine	CHEBI:27891
0	stfrnA	staphyloferrin a	CHEBI:142973
0	stphxln	staphyloxanthin	CHEBI:71690
0	udcpp	undecaprenyl phosphate	CHEBI:15285
0	mnl1p	d-mannitol 1-phosphate	CHEBI:12997
0	rbl_B	salicin	CHEBI:17814
0	arbt6p	arbutin 6-phosphate	CHEBI:2807
0	hh3phac	3-hydroxyphenylacetate	CHEBI:58149
0	dpchr	2-l-carboxy-2,3-dihydroindole-5,6-quinone	CHEBI:15772
0	a23op	3-amino-2-oxopropyl phosphate	CHEBI:1449
0	dodecacid	dodecanoic acid	CHEBI:30805
0	pendecacid	pentadecanoic acid	CHEBI:42504
0	octadecacid	octadecanoic acid	CHEBI:28842
0	ag160	acylglycerol	CHEBI:17408
0	agps23	2-acyl-sn-glycero-3-phosphoserine	CHEBI:37646
0	15gl	d-glucono-1,5-lactone	CHEBI:16217
0	2mm	2-methylmaleate	CHEBI:30719
0	2o3h4pbut	2-oxo-3-hydroxy-4-phosphobutanoate	CHEBI:27951
0	3a2oprop	3-amino-2-oxopropyl phosphate	CHEBI:1449
0	5drib	5'-deoxyribose	CHEBI:62012
0	cn	cyanide ion	CHEBI:17514
0	dadsn	deoxyadenosine	CHEBI:17256
0	dtdprham	dtdp-4-dehydro-beta-l-rhamnose	CHEBI:62830
0	hcn	hydrogen cyanide	CHEBI:18407
0	photon	light	CHEBI:10581
0	ind	indole	CHEBI:16881
0	nicnt	nicotinate	CHEBI:32544
0	phb	poly-beta-hydroxybutyrate	CHEBI:8295
0	thptn	tetrahydrobiopterin	CHEBI:15372
0	lprot	lipoylprotein	CHEBI:15804
0	sphymyln_pf_18_1_16_0	n-(hexadecanoyl)-sphing-4-enine-1-phosphocholine	CHEBI:78646
0	dhcrm_pf_18_0_18_0	n-(octadecanoyl)-sphinganine	CHEBI:67033
0	ethamp	ethanolamine phosphate c2h7no4p	CHEBI:12694
0	2fe2s	[2fe-2s] iron-sulfur cluster	CHEBI:21134
0	dpcoa	dephospho-coa	CHEBI:11793
0	2omhmbl	2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol	CHEBI:1231
0	lipoate	lipoate	CHEBI:14519
0	no3	nitrate	CHEBI:14654
0	octdp	all-trans-octaprenyl diphosphate	CHEBI:10194
0	g6p_B	beta d glucose 6 phosphate c6h11o9p	CHEBI:10399
0	6pgc	6-phospho-d-gluconate	CHEBI:12232
0	r5p	alpha-d-ribose 5-phosphate	CHEBI:10270
0	rib__D	d-ribose	CHEBI:13011
0	s7p	sedoheptulose 7-phosphate	CHEBI:15073
0	urea	urea ch4n2o	CHEBI:134711
0	strcoa	stearyl coa  n c180coa  c39h66n7o17p3s	CHEBI:15107
0	nh3	ammonia	CHEBI:13405
0	imp	imp c10h11n4o8p	CHEBI:12057
0	prpp	5-phospho-alpha-d-ribose 1-diphosphate	CHEBI:12159
0	dgdp	dgdp c10h12n5o10p2	CHEBI:10495
0	co1dam	cob(i)yrinate a,c diamide	CHEBI:23329
0	a53oh	(s)-5-amino-3-oxohexanoate	CHEBI:27713
0	dhettp	alpha,beta-dihydroxyethyl-tpp	CHEBI:32317
0	i2ac	2-iminoacetate	CHEBI:77846
0	dachi	diacetylchitobiose	CHEBI:28681
0	d23hb	2,3-dihydroxybenzoate	CHEBI:36654
0	tmam	trimethylamine	CHEBI:18139
0	escul	esculin	CHEBI:4853
0	d2rib1p	2-deoxy-alpha-d-ribose 1-phosphate	CHEBI:57259
0	isobuta	isobutyric acid	CHEBI:16135
0	m4po	4-methylphenol	CHEBI:17847
0	g3p	glyceraldehyde 3-phosphate	CHEBI:12983
0	man6pglyc	2(alpha-d-mannosyl-6-phosphate)-d-glycerate	CHEBI:60331
0	DNA	deoxyribonucleic acid	CHEBI:16991
0	hicit	homoisocitrate c7h7o7	CHEBI:10767
0	uaccg	udp-n-acetyl-3-o-(1-carboxyvinyl)-d-glucosamine	CHEBI:13466
0	m5t23dopp	5-(methylthio)-2,3-dioxopentyl phosphate	CHEBI:50604
0	gcoa	glutaryl-coa	CHEBI:15524
0	octcoa	octanoyl-coa	CHEBI:15533
0	dodeccoa	dodecanoyl-coa	CHEBI:15521
0	o3ctcoa	(s)-3-hydroxyoctanoyl-coa	CHEBI:28632
0	sectrnasec	l-seryl-trna(sec)	CHEBI:74589
0	25dkglcn	2,5-diketo-d-gluconate	CHEBI:1070
0	4hpro_LT	trans 4 hydroxy l proline c5h9no3	CHEBI:10713
0	5aptn	5-aminopentanoate	CHEBI:12111
0	5mcsn	5-methylcytosine	CHEBI:20608
0	Ncbmpts	n-carbamoylputrescine	CHEBI:12497
0	ag	silver	CHEBI:30051
0	apc	ampicillin	CHEBI:28971
0	biliverd	biliverdin cytosol	CHEBI:13901
0	dmso2	dimethyl sulfone	CHEBI:9349
0	dmso2	dimethyl sulfone	CHEBI:9349
0	glycol	glycol	CHEBI:30742
0	glyphe	glycylphenylalanine	CHEBI:133047
0	hcys__L	l-homocysteine	CHEBI:13122
0	leuleu	leucylleucine	CHEBI:6418
0	lnlc	linoleic acid (all cis c18:2) n-6	CHEBI:12272
0	nona	nonanoate c9h17o2	CHEBI:25861
0	orn__D	d-ornithine	CHEBI:13006
0	sheme	siroheme c42h36fen4o16	CHEBI:26690
0	ocac	octyl acetate	CHEBI:87495
0	ethoc	ethyl octanoate	CHEBI:87426
0	nnac	nonyl acetate	CHEBI:87511
0	6cthydptn	6-carboxy-5,6,7,8-tetrahydropterin	CHEBI:61032
0	cdptyv	cdp-alpha-d-tyvelose	CHEBI:88237
0	12ppd__R	(r)-propane-1,2-diol	CHEBI:18705
0	1odecg3p	1-octadecanoyl-sn-glycerol 3-phosphate	CHEBI:74565
0	1tdecg3p	1-tetradecanoyl-sn-glycerol 3-phosphate	CHEBI:62833
0	23dhmb	(r)-2,3-dihydroxy-3-methylbutanoate	CHEBI:10966
0	25drapp	2,5-diamino-6-(ribosylamino)-4-(3h)-pyrimidinone 5'-phosphate	CHEBI:11446
0	2amsa	2-aminomalonate semialdehyde	CHEBI:1020
0	2dh3dgal	2-dehydro-3-deoxy-d-galactonate	CHEBI:1056
0	2dmmq8	2-demethylmenaquinone 8	CHEBI:48455
0	2dr5p	2-deoxy-d-ribose 5-phosphate	CHEBI:1082
0	2fe2s	[2fe-2s] iron-sulfur cluster	CHEBI:21134
0	2mcit	2-methylcitrate	CHEBI:10860
0	2omhmbl	2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol	CHEBI:1231
0	2p4c2me	2-phospho-4-(cytidine 5'-diphospho)-2-c-methyl-d-erythritol	CHEBI:11649
0	2sephchc	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	CHEBI:50271
0	2tpr3dpcoa	2'-(5''-triphosphoribosyl)-3'-dephospho-coa	CHEBI:11392
0	34hpp	3-(4-hydroxyphenyl)pyruvate	CHEBI:11725
0	3amac	3-aminoacrylate	CHEBI:59893
0	3dhgulnp	3-keto-l-gulonate-6-phosphate	CHEBI:49039
0	3hhexACP	(r)-3-hydroxyhexanoyl-[acyl-carrier protein]	CHEBI:326
0	3hodcoa	(s)-3-hydroxyoctadecanoyl-coa	CHEBI:50577
0	3oddcoa	3-oxododecanoyl-coa	CHEBI:1636
0	3odecACP	3-oxodecanoyl-[acyl-carrier protein]	CHEBI:1634
0	3omrsACP	3-oxotetradecanoyl-[acyl-carrier protein]	CHEBI:1655
0	3oocoa	3-oxooctanoyl-coa	CHEBI:1645
0	3ooctACP	3-oxooctanoyl-[acyl-carrier protein]	CHEBI:1646
0	3php	3-phosphohydroxypyruvate	CHEBI:11883
0	3psme	5-o-(1-carboxyvinyl)-3-phosphoshikimate	CHEBI:12094
0	3sala	3-sulfino-l-alanine	CHEBI:11888
0	4abut	4-aminobutanoate	CHEBI:11961
0	4abz	4-aminobenzoate	CHEBI:113372
0	4c2me	4-(cytidine 5'-diphospho)-2-c-methyl-d-erythritol	CHEBI:11938
0	4hthr	4-hydroxy-l-threonine	CHEBI:1853
0	4mhetz	4-methyl-5-(2-hydroxyethyl)-thiazole	CHEBI:12021
0	4r5au	4-(1-d-ribitylamino)-5-aminouracil	CHEBI:11929
0	5dglcn	5-dehydro-d-gluconate	CHEBI:12120
0	5fthf	5-formyltetrahydrofolate	CHEBI:12127
0	5mthf	5-methyltetrahydrofolate	CHEBI:12146
0	8aonn	8-amino-7-oxononanoate	CHEBI:12266
0	ACP	acyl carrier protein	CHEBI:14405
0	Sfglutth	s-formylglutathione	CHEBI:12746
0	aacald	aminoacetaldehyde	CHEBI:13766
0	aact	aminoacetone	CHEBI:13767
0	acACP	acetyl-acp	CHEBI:13713
0	acac	acetoacetate	CHEBI:131367
0	acanth	n-acetylanthranilate	CHEBI:12465
0	acg5sa	n-acetyl-l-glutamate 5-semialdehyde	CHEBI:11493
0	acmana	n-acetyl-d-mannosamine	CHEBI:12459
0	acmum6p	n-acetylmuramate 6-phosphate	CHEBI:47968
0	actACP	acetoacetyl-acp	CHEBI:2393
0	ade	adenine	CHEBI:13733
0	adphep_DD	adp-d-glycero-d-manno-heptose	CHEBI:13223
0	adphep_LD	adp-l-glycero-d-manno-heptose	CHEBI:13226
0	aicar	5-amino-1-(5-phospho-d-ribosyl)imidazole-4-carboxamide	CHEBI:12102
0	alltn	allantoin	CHEBI:13761
0	allul6p	allulose 6-phosphate	CHEBI:61519
0	altrn	d-altronate	CHEBI:12908
0	anth	anthranilate	CHEBI:13841
0	aps	adenosine 5'-phosphosulfate	CHEBI:12059
0	ara5p	d-arabinose 5-phosphate	CHEBI:12916
0	arbtn_fe3	aerobactin	CHEBI:13745
0	arg__L	l-arginine	CHEBI:13077
0	cbl1	cob(i)alamin	CHEBI:14004
0	cechddd	cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol	CHEBI:48690
0	cgly	cys gly c5h10n2o3s	CHEBI:4047
0	chol	choline c5h14no	CHEBI:13985
0	cinnm	trans-cinnamate	CHEBI:10720
0	cit	citrate	CHEBI:132362
0	citr__L	l-citrulline	CHEBI:13092
0	co2	co2 co2	CHEBI:13282
0	cpgn	coprogen	CHEBI:83101
0	cpppg3	coproporphyrinogen iii	CHEBI:14020
0	crnDcoa	d-carnitinyl-coa	CHEBI:62047
0	cyan	hydrogen cyanide	CHEBI:13362
0	dctp	dctp c9h12n3o13p3	CHEBI:10494
0	dd2coa	trans-dodec-2-enoyl-coa	CHEBI:11489
0	dgsn	deoxyguanosine	CHEBI:14116
0	dhpt	dihydropteroate	CHEBI:14160
0	dms	dimethyl sulfide	CHEBI:14168
0	dmso	dimethyl sulfoxide	CHEBI:23801
0	dnad	deamino-nad+	CHEBI:14103
0	dpcoa	dephospho-coa	CHEBI:11793
0	dtdp	dtdp c10h13n2o11p2	CHEBI:10500
0	dtdp4aaddg	dtdp-4-acetamido-4,6-dideoxy-d-galactose	CHEBI:61562
0	dtdp4d6dg	dtdp-4-dehydro-6-deoxy-d-glucose	CHEBI:10510
0	dxyl	1-deoxy-d-xylulose	CHEBI:19038
0	dxyl5p	1-deoxy-d-xylulose 5-phosphate	CHEBI:11254
0	etha	ethanolamine	CHEBI:14223
0	ethso3	ethanesulfonate	CHEBI:42465
0	fcl__L	l-fuculose	CHEBI:13103
0	feenter	fe-enterobactin	CHEBI:21133
0	g6p	d-glucose 6-phosphate	CHEBI:14314
0	galt1p	galactitol 1-phosphate	CHEBI:14287
0	gg4abut	gamma-glutamyl-gamma aminobutyric acid	CHEBI:49260
0	glu5sa	l-glutamate 5-semialdehyde	CHEBI:13109
0	glucys	gamma-l-glutamyl-l-cysteine	CHEBI:10566
0	gly	glycine	CHEBI:10792
0	glyc3p	glycerol 3-phosphate	CHEBI:10648
0	gmhep17bp	d-glycero-d-manno-heptose 1,7-bisphosphate	CHEBI:4188
0	gmp	gmp c10h12n5o8p	CHEBI:13341
0	gthrd	reduced glutathione	CHEBI:12402
0	hemeO	heme o c49h56fen4o5	CHEBI:24480
0	hisp	l-histidinol phosphate	CHEBI:13119
0	iasp	iminoaspartate	CHEBI:24784
0	inost	myo-inositol	CHEBI:10601
0	ipdp	isopentenyl diphosphate	CHEBI:128769
0	kdo	3-deoxy-d-manno-2-octulosonate	CHEBI:43577
0	leu__L	l-leucine	CHEBI:10866
0	lipidA	2,3,2'3'-tetrakis(beta-hydroxymyristoyl)-d-glucosaminyl-1,6-beta-d-glucosamine 1,4'-bisphosphate	CHEBI:11407
0	lipoate	lipoate	CHEBI:14519
0	lys__L	l-lysine	CHEBI:13135
0	malACP	malonyl-[acyl-carrier protein]	CHEBI:14566
0	malcoa	malonyl coa c24h33n7o19p3s	CHEBI:14565
0	man	d-mannose	CHEBI:12999
0	melib	melibiose c12h22o11	CHEBI:61827
0	mobd	molybdate	CHEBI:25368
0	moco	molybdenum cofactor	CHEBI:60525
0	mththf	(2r,4s)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran	CHEBI:44800
0	na15dap	n-3-aminopropyl-1,5-diaminopentane	CHEBI:64858
0	nac	nicotinate	CHEBI:14650
0	nadp	nicotinamide adenine dinucleotide phosphate	CHEBI:13397
0	ncam	nicotinamide	CHEBI:14645
0	nh4	ammonium	CHEBI:13405
0	no	nitric oxide	CHEBI:14657
0	no3	nitrate	CHEBI:14654
0	o2	o2 o2	CHEBI:10745
0	ocdca	octadecanoate (n-c18:0)	CHEBI:231588
0	octdp	all-trans-octaprenyl diphosphate	CHEBI:10194
0	od2coa	trans-octadec-2-enoyl-coa	CHEBI:50570
0	orn	ornithine	CHEBI:11448
0	oxadpcoa	3-oxoadipyl-coa	CHEBI:11872
0	oxalcoa	oxalyl-coa	CHEBI:14707
0	oxur	oxalureate	CHEBI:14706
0	pa180	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	CHEBI:82921
0	pacald	phenylacetaldehyde	CHEBI:14778
0	pap	adenosine 3',5'-bisphosphate	CHEBI:13735
0	pg160	phosphatidylglycerol (dihexadecanoyl, n-c16:0)	CHEBI:72829
0	phaccoa	phenylacetyl-coa	CHEBI:14780
0	pheme	protoheme c34h30fen4o4	CHEBI:14957
0	phpyr	phenylpyruvate	CHEBI:12821
0	ppal	propanal	CHEBI:14898
0	ppcoa	propanoyl-coa	CHEBI:14904
0	pram	5-phospho-beta-d-ribosylamine	CHEBI:12161
0	pran	n-(5-phospho-d-ribosyl)anthranilate	CHEBI:12431
0	prbamp	1-(5-phosphoribosyl)-amp	CHEBI:11195
0	prbatp	1-(5-phosphoribosyl)-atp	CHEBI:11192
0	pyam5p	pyridoxamine 5'-phosphate	CHEBI:14979
0	pydam	pyridoxamine	CHEBI:131533
0	pydxn	pyridoxine	CHEBI:14981
0	rhcys	s-ribosyl-l-homocysteine	CHEBI:12750
0	ru5p__D	d-ribulose 5-phosphate	CHEBI:13018
0	ru5p__L	l-ribulose 5-phosphate	CHEBI:13164
0	scl	sirohydrochlorin	CHEBI:15090
0	skm	shikimate	CHEBI:15083
0	sl26da	n-succinyl-ll-2,6-diaminoheptanedioate	CHEBI:12617
0	slnt	selenite	CHEBI:15077
0	so3	sulfite	CHEBI:13367
0	sucglu	n2-succinyl-l-glutamate	CHEBI:21821
